	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
1311	MA	2019.0	8	Geometry	8.G.C.9	0.57	0	A student bought a piece of hard candy that is in the shape of a sphere. The candy has a radius of 3 centimeters. Which of the following is closest to the volume of the piece of candy? (Use 3.14 for π.)	14.13 cubic centimeters	37.68 cubic centimeters	113.04 cubic centimeters	904.32 cubic centimeters		A student bought a piece of hard candy that is in the shape of a sphere. The candy has a radius of 3 centimeters. Which of the following is closest to the volume of the piece of candy? (Use 3.14 for π.) 14.13 cubic centimeters 37.68 cubic centimeters 113.04 cubic centimeters 904.32 cubic centimeters
1312	MA	2019.0	8	The Number System	8.NS.A.2	0.62	1	Which point on this number line best represents √10?	point A	point B	point C	point D		Which point on this number line best represents √10? point A point B point C point D
1313	MA	2019.0	8	Geometry	8.G.B.7	0.67	1	The length of one side of a right triangle is shown in this diagram. What could be the lengths of the two remaining sides of the triangle?	2 inches and 8 inches	8 inches and 10 inches	8 inches and 14 inches	10 inches and 14 inches		The length of one side of a right triangle is shown in this diagram. What could be the lengths of the two remaining sides of the triangle? 2 inches and 8 inches 8 inches and 10 inches 8 inches and 14 inches 10 inches and 14 inches
1314	MA	2019.0	8	Geometry	8.G.A.3	0.83	1	Trapezoid DEFG is shown on this coordinate plane. Trapezoid DEFG will be reflected over the x-axis. What will be the coordinates of the image of point E?	(3, -4)	(4, -3)	(-3, -4)	(-4, -3)		Trapezoid DEFG is shown on this coordinate plane. Trapezoid DEFG will be reflected over the x-axis. What will be the coordinates of the image of point E? (3, -4) (4, -3) (-3, -4) (-4, -3)
1315	MA	2019.0	8	Expressions and Equations	8.EE.B.5	0.55	1	Melinda and Paul ran in a marathon. This graph shows the relationship between the distance and the time they each ran. Melinda ran at a constant speed of 5 miles per hour. Which of the following is true?	Paul ran at a slower constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 1x, where x is the time in hours, and y is the distance in miles Paul ran.	Paul ran at a slower constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 3x, where x is the time in hours, and y is the distance in miles Paul ran.	Paul ran at a faster constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 5x, where x is the time in hours, and y is the distance in miles Paul ran.	Paul ran at a faster constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 7x, where x is the time in hours, and y is the distance in miles Paul ran.		Melinda and Paul ran in a marathon. This graph shows the relationship between the distance and the time they each ran. Melinda ran at a constant speed of 5 miles per hour. Which of the following is true? Paul ran at a slower constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 1x, where x is the time in hours, and y is the distance in miles Paul ran.  Paul ran at a slower constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 3x, where x is the time in hours, and y is the distance in miles Paul ran.  Paul ran at a faster constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 5x, where x is the time in hours, and y is the distance in miles Paul ran. Paul ran at a faster constant speed than Melinda. An equation that could represent the relationship between Paul’s distance and his time is y = 7x, where x is the time in hours, and y is the distance in miles Paul ran.
1316	MA	2019.0	8	Functions	8.F.B.5 S	0.32	1	A student rode his bicycle from his home to a park. • He rode home from the park following the same route. • He took two rest breaks during his ride, including one at the park. This graph shows the relationship between the time and the total distance the student rode his bicycle. Based on the graph, which statement about the student’s bicycle ride is true?	The student stopped for a rest break on his way to the park.	The student stopped for a rest break on his way home from the park.	The student’s rest break at the park lasted longer than the other rest break he took.	The student reached his fastest speed on his way home from the park.		A student rode his bicycle from his home to a park. • He rode home from the park following the same route. • He took two rest breaks during his ride, including one at the park. This graph shows the relationship between the time and the total distance the student rode his bicycle. Based on the graph, which statement about the student’s bicycle ride is true? The student stopped for a rest break on his way to the park.  The student stopped for a rest break on his way home from the park.  The student’s rest break at the park lasted longer than the other rest break he took. The student reached his fastest speed on his way home from the park.
1317	MA	2019.0	8	Geometry	8.G.B.8	0.38	1	Triangle PTU is shown on this coordinate plane. What is the length, to the nearest unit, of TU ?	6	7	9	13		Triangle PTU is shown on this coordinate plane. What is the length, to the nearest unit, of TU ? 6 7 9 13
1318	MA	2019.0	8	Geometry	8.G.A.4	0.58	1	Right triangle JAZ has a base of 5 centimeters and a height of 8 centimeters, as shown. Which of the following pairs of dimensions could represent a triangle that is similar to triangle JAZ?	base = 9 cm height = 12 cm	base = 8 cm height = 11 cm	base = 10 cm height = 8 cm	base = 15 cm height = 24 cm		Right triangle JAZ has a base of 5 centimeters and a height of 8 centimeters, as shown. Which of the following pairs of dimensions could represent a triangle that is similar to triangle JAZ? base = 9 cm height = 12 cm base = 8 cm height = 11 cm base = 10 cm height = 8 cm base = 15 cm height = 24 cm
1333	MD		8	Expressions and Equations	8.EE.C.7a		0	Consider  the  equation 2x + 3  = mx + b . For  which  values  of m and  b  will  the  equation  have  no  solutions?  Select  one  answer.	m = 2 and b = 2	m = 3 and b = 3	m = 2 and b = 3	m = 3 and b = 2		Consider  the  equation 2x + 3  = mx + b . For  which  values  of m and  b  will  the  equation  have  no  solutions?  Select  one  answer. m = 2 and b = 2 m = 3 and b = 3 m = 2 and b = 3 m = 3 and b = 2
1334	MD		8	Functions	8.F.B.4		0	Anton has some money saved for school. To increase the amount he has saved, he got a job and added all the money earned to the amount already saved. • Anton was paid a constant rate in dollars per hour at his job. • After working 10 hours, the amount he had saved was $450. • After working 20 hours, the amount he had saved was $600. • Anton did not save any other money or spend any of the money he had saved. Which equation represents y, the amount of money in dollars Anton would have saved after working x hours? Select one answer.	y = 10x + 150	y = 15x + 100	y = 15x + 300	y = 30x + 150		Anton has some money saved for school. To increase the amount he has saved, he got a job and added all the money earned to the amount already saved. • Anton was paid a constant rate in dollars per hour at his job. • After working 10 hours, the amount he had saved was $450. • After working 20 hours, the amount he had saved was $600. • Anton did not save any other money or spend any of the money he had saved. Which equation represents y, the amount of money in dollars Anton would have saved after working x hours? Select one answer. y = 10x + 150 y = 15x + 100 y = 15x + 300 y = 30x + 150
1335	MD		8	Geometry	8.G.B.6		1	The  following  figure  shows 1 large square that is separated into 4 congruent right  triangles  and  1  small  square.  The  figure  can  be  used  to  develop  the  equation (a + b)^2 = 4 · 1/2 · ab +c^2 , which can  be  used  to  prove  the  Pythagorean  theorem.  How  is  the  equation  developed  from  the  figure? Select  one  answer.	The  area  of  the  small  square  is  equal  to  the  sum  of  the  areas  of  two  of  the right  triangles  and  the  large  square.	The  area  of  the  small  square  is  equal  to  the  sum  of  the  areas  of  the  four right  triangles  and  the  large  square.	The  area  of  the  large  square  is  equal  to  the  sum  of  the  areas  of  two  of  the right  triangles  and  the  small  square.	The  area  of  the  large  square  is  equal  to  the  sum  of  the  areas  of  the  four right  triangles  and  the  small  square.		The  following  figure  shows 1 large square that is separated into 4 congruent right  triangles  and  1  small  square.  The  figure  can  be  used  to  develop  the  equation (a + b)^2 = 4 · 1/2 · ab +c^2 , which can  be  used  to  prove  the  Pythagorean  theorem.  How  is  the  equation  developed  from  the  figure? Select  one  answer. The  area  of  the  small  square  is  equal  to  the  sum  of  the  areas  of  two  of  the right  triangles  and  the  large  square. The  area  of  the  small  square  is  equal  to  the  sum  of  the  areas  of  the  four right  triangles  and  the  large  square. The  area  of  the  large  square  is  equal  to  the  sum  of  the  areas  of  two  of  the right  triangles  and  the  small  square. The  area  of  the  large  square  is  equal  to  the  sum  of  the  areas  of  the  four right  triangles  and  the  small  square.
1402	MN		8	Operations and Algebraic Thinking	8.2.3.1	0.75	0	What is the value of 4 √(s) + √(4t) when s = 9 and t = 25 ?	16	22	32	68		What is the value of 4 √(s) + √(4t) when s = 9 and t = 25 ? 16 22 32 68
1403	MN		8	The Number System	8.1.1.4	0.37	0	Simplify. 12t^7    / 2t	6t^6	6t^7	10t^6	10t^7		Simplify. 12t^7    / 2t 6t^6 6t^7 10t^6 10t^7
1404	MN		8	The Number System	8.1.1.2	0.72	0	The diagonal measurements of 4 cabinet doors in inches are listed. 15 7√(3) 12√(2) √(20) Which is the longest diagonal?	15 inches	7√(3) inches	12√(2) inches	√(20) inches		The diagonal measurements of 4 cabinet doors in inches are listed. 15 7√(3) 12√(2) √(20) Which is the longest diagonal? 15 inches  7√(3) inches 12√(2) inches √(20) inches
