	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
1461	MS	2020.0	3	Measurement and Data	3.MD.2		0	A zookeeper needs 876 kilograms of food to feed the animals. She has 287 kilograms of food. How much more food does she need to buy?	287 kilograms	589 kilograms	599 kilograms	611 kilograms		A zookeeper needs 876 kilograms of food to feed the animals. She has 287 kilograms of food. How much more food does she need to buy? 287 kilograms 589 kilograms 599 kilograms 611 kilograms
1462	MS	2020.0	3	Number and Operations in Base Ten	3.NBT.2		0	Find the difference. 501 - 196	305	314	405	495		Find the difference. 501 - 196 305 314 405 495
1463	MS	2020.0	3	Operations and Algebraic Thinking	3.OA.2		0	Which statement represents the expression 63 / 9 ?	Riley has 63 coins. He gives his sister 9 coins.	Riley has 63 coins. His friend Jane gives him 9 coins.	Riley has 63 coins. He places the same number of coins in each of his 9 containers.	Riley has 63 coins. He places a different number of coins in each of his 9 containers.		Which statement represents the expression 63 / 9 ? Riley has 63 coins. He gives his sister 9 coins. Riley has 63 coins. His friend Jane gives him 9 coins. Riley has 63 coins. He places the same number of coins in each of his 9 containers. Riley has 63 coins. He places a different number of coins in each of his 9 containers.
1464	MS	2020.0	3	Measurement and Data	3.MD.1		0	Sam is making cookies. It takes 20 minutes to mix the recipe and 30 minutes to bake the cookies. If Sam started making the cookies at 3:30 p.m., what time will the cookies finish baking?	4:00 p.m.	4:10 p.m.	4:30 p.m.	4:40 p.m.		Sam is making cookies. It takes 20 minutes to mix the recipe and 30 minutes to bake the cookies. If Sam started making the cookies at 3:30 p.m., what time will the cookies finish baking? 4:00 p.m. 4:10 p.m. 4:30 p.m. 4:40 p.m.
1465	MS	2020.0	3	Operations and Algebraic Thinking	3.OA.1		0	Which grouping represents the product 16?	4 groups with 4 objects each	4 groups with 7 objects each	6 groups with 4 objects each	8 groups with 8 objects each		Which grouping represents the product 16?  4 groups with 4 objects each 4 groups with 7 objects each 6 groups with 4 objects each 8 groups with 8 objects each
1466	MS	2020.0	3	Number and Operations in Base Ten	3.NBT.3		0	What number makes the equation true? 5 x __ = 300	6	10	30	60		What number makes the equation true? 5 x __ = 300 6 10 30 60
1467	MS	2020.0	3	Operations and Algebraic Thinking	3.OA.9		0	Lee created the arithmetic pattern shown. 12, 25, 38, ____ Which statement is true about Lee’s pattern?	The next number in the pattern will be 41 because 3 is added to the previous number.	The next number in the pattern will be 48 because 10 is added to the previous number.	The next number in the pattern will be 50 because 12 is added to the previous number.	The next number in the pattern will be 51 because 13 is added to the previous number.		Lee created the arithmetic pattern shown. 12, 25, 38, ____ Which statement is true about Lee’s pattern? The next number in the pattern will be 41 because 3 is added to the previous number. The next number in the pattern will be 48 because 10 is added to the previous number. The next number in the pattern will be 50 because 12 is added to the previous number. The next number in the pattern will be 51 because 13 is added to the previous number.
1468	MS	2020.0	3	Geometry	3.G.2		1	Billy drew a circle and divided the circle into equal pieces as shown. How much does each section of the circle represent?	1 / 8	7 / 8	1	8		Billy drew a circle and divided the circle into equal pieces as shown. How much does each section of the circle represent?  1 / 8  7 / 8 1 8
1469	MS	2020.0	3	Measurement and Data	3.MD.7d		1	Principal Carlton wants new tile for a closet and a hallway in the school. How much tile is needed for both areas?	24 square feet	53 square feet	78 square feet	110 square feet		Principal Carlton wants new tile for a closet and a hallway in the school. How much tile is needed for both areas? 24 square feet 53 square feet 78 square feet 110 square feet
1470	MS	2020.0	3	Number and Operations - Fractions	3.NF.3a		1	Taylor and Lee buy two pizzas. Taylor’s pizza is cut into slices, while Lee’s is cut into slices. Taylor eats slices of her pizza. If Lee wants to eat the same amount, what fraction of the pizza should he eat?	3 / 8	2 / 4	6 / 8	8 / 4		Taylor and Lee buy two pizzas. Taylor’s pizza is cut into slices, while Lee’s is cut into slices. Taylor eats slices of her pizza. If Lee wants to eat the same amount, what fraction of the pizza should he eat?  3 / 8  2 / 4  6 / 8  8 / 4
1471	MS	2020.0	3	Measurement and Data	3.MD.7b		1	Kelly arranged carpet squares on the floor of her bedroom. What is the area, in square feet, of Kelly’s bedroom floor?	60 square feet	63 square feet	70 square feet	83 square feet		Kelly arranged carpet squares on the floor of her bedroom. What is the area, in square feet, of Kelly’s bedroom floor?  60 square feet 63 square feet 70 square feet 83 square feet
1472	MS	2020.0	3	Measurement and Data	3.MD.3		1	A group of students were asked to choose between caramel and butter popcorn flavors. The bar graph shown represents their choices. How many more students chose caramel popcorn over butter popcorn?	15 students	16 students	25 students	51 students		A group of students were asked to choose between caramel and butter popcorn flavors. The bar graph shown represents their choices. How many more students chose caramel popcorn over butter popcorn? 15 students 16 students  25 students 51 students
1473	MS	2020.0	3	Number and Operations - Fractions	3.NF.1		1	Which expression describes the shaded area of the rectangle?	1/6 + 1/6	1/8 + 1/8	1/6 + 1/6 + 1/6 + 1/6 + 1/6 + 1/6	1/8 + 1/8 + 1/8 + 1/8 + 1/8 + 1/8		Which expression describes the shaded area of the rectangle?  1/6 + 1/6 1/8 + 1/8 1/6 + 1/6 + 1/6 + 1/6 + 1/6 + 1/6 1/8 + 1/8 + 1/8 + 1/8 + 1/8 + 1/8
1474	MS	2020.0	3	Operations and Algebraic Thinking	3.OA.8		1	The students at North Elementary School set a goal to collect 900 box tops. The table shows the number of box tops already collected by students in two grades. To reach their goal, how many more box tops do the students need to collect?	450	550	652	662		The students at North Elementary School set a goal to collect 900 box tops. The table shows the number of box tops already collected by students in two grades. To reach their goal, how many more box tops do the students need to collect? 450 550 652 662
1475	MS	2020.0	3	Number and Operations - Fractions	3.NF.2b		1	What fraction represents point Z on the number line shown?	1 / 4	1 / 5	4 / 6	6 / 4		What fraction represents point Z on the number line shown?   1 / 4  1 / 5  4 / 6  6 / 4
1476	MS	2020.0	3	Geometry	3.G.2		1	Dakota wants a cup of yogurt with equal parts of chocolate, vanilla, and strawberry yogurt. What fraction represents each part of the cup of yogurt?	1 / 2	1 / 3	2022-01-01 00:00:00	3 / 1		Dakota wants a cup of yogurt with equal parts of chocolate, vanilla, and strawberry yogurt. What fraction represents each part of the cup of yogurt?  1 / 2  1 / 3 44562  3 / 1
1839	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.3		0	Chantelle has 56 stickers. She will give all of the stickers to 8 friends. Each friend will receive the same number of stickers. Which equation will help Chantelle decide how many stickers, n, to give to each friend?	n ÷ 8 = 56	8 × n = 56	56 – n = 48	56 – 8 = n		Chantelle has 56 stickers. She will give all of the stickers to 8 friends. Each friend will receive the same number of stickers. Which equation will help Chantelle decide how many stickers, n, to give to each friend? n ÷ 8 = 56 8 × n = 56 56 – n = 48 56 – 8 = n
1840	NC	2019.0	3	Number and Operations in Base Ten	NC.3.NBT.3		0	A farmer planted 5 different types of tomatoes. He planted 40 of each type. How many tomatoes did the farmer plant?	20	45	200	250		A farmer planted 5 different types of tomatoes. He planted 40 of each type. How many tomatoes did the farmer plant? 20 45 200 250
1841	NC	2019.0	3	Geometry	NC.3.G.1		0	Which equation is true when r = 7?	6 = 30 ÷ r	7 = 54 ÷ r	7 = 49 ÷ r	9 = 72 ÷ r		Which equation is true when r = 7? 6 = 30 ÷ r 7 = 54 ÷ r 7 = 49 ÷ r 9 = 72 ÷ r
1842	NC	2019.0	3	Number and Operations in Base Ten	NC.3.NBT.2		0	Jacquelyn’s mom drove 265 miles on Thursday and 478 miles on Friday. She has 143 miles more to drive on Saturday. About how many miles will she drive in all?	700	800	900	1000		Jacquelyn’s mom drove 265 miles on Thursday and 478 miles on Friday. She has 143 miles more to drive on Saturday. About how many miles will she drive in all? 700 800 900 1000
1843	NC	2019.0	3	Number and Operations in Base Ten	NC.3.NBT.2		0	There are 500 seats in a movie theater. There are 362 people sitting in the seats. How many seats are empty?	262 seats	152 seats	148 seats	138 seats		There are 500 seats in a movie theater. There are 362 people sitting in the seats. How many seats are empty? 262 seats 152 seats 148 seats 138 seats
1844	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.8		0	Sam’s goal is to walk 36 miles.  He walks 4 miles each day. He has walked for 6 days. Which equation can be used to find how many more miles, n, Sam still needs to walk to reach his goal?	3 × 5 + n = 36	4 × 6 + n = 36	4 × 6 × n = 36	9 × 4 + n = 36		Sam’s goal is to walk 36 miles.  He walks 4 miles each day. He has walked for 6 days. Which equation can be used to find how many more miles, n, Sam still needs to walk to reach his goal? 3 × 5 + n = 36 4 × 6 + n = 36 4 × 6 × n = 36 9 × 4 + n = 36
1845	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.8		0	Daniel’s goal is to walk 100 miles. He walks 5 miles every day. He has walked for 7 days. Daniel still needs to walk k more miles for his goal. Which equation could be used to find how many more miles, k, Daniel will have to walk to meet his goal?	100 = 5 × 7 + k	100 = 5 × 7 × k	100 = 5 × 7 – k	100 = 5 + 7 + k		Daniel’s goal is to walk 100 miles. He walks 5 miles every day. He has walked for 7 days. Daniel still needs to walk k more miles for his goal. Which equation could be used to find how many more miles, k, Daniel will have to walk to meet his goal? 100 = 5 × 7 + k 100 = 5 × 7 × k 100 = 5 × 7 – k 100 = 5 + 7 + k
1846	NC	2019.0	3	Number and Operations in Base Ten	NC.3.NBT.2		0	There were 823 people attending a baseball game after 37 people left.  How many people were at the game before the people left?	786	850	860	896		There were 823 people attending a baseball game after 37 people left.  How many people were at the game before the people left? 786 850 860 896
1847	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.3		0	What value for M makes this equation true? M ÷ 7 = 7	1	14	42	49		What value for M makes this equation true? M ÷ 7 = 7 1 14 42 49
1848	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.2		0	Carlos and his friends collected 72 rocks. Each person collected 9 rocks. How many people collected rocks?	8	9	63	81		Carlos and his friends collected 72 rocks. Each person collected 9 rocks. How many people collected rocks? 8 9 63 81
1849	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.8		0	Jasmine wrote 2 pages in her journal every day for 7 days.  Her journal has 32 total pages. How many pages does Jasmine have left to write before her journal will be full?	14 pages	18 pages	25 pages	30 pages		Jasmine wrote 2 pages in her journal every day for 7 days.  Her journal has 32 total pages. How many pages does Jasmine have left to write before her journal will be full? 14 pages 18 pages 25 pages 30 pages
1850	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.8		0	A truck rental company charges $20 per day plus a onetime fee of $40 to rent a truck. A person needs to rent a truck for 9 days. How much will the person pay to rent the truck?	540	380	220	180		A truck rental company charges $20 per day plus a onetime fee of $40 to rent a truck. A person needs to rent a truck for 9 days. How much will the person pay to rent the truck? 540 380 220 180
1851	NC	2019.0	3	Geometry	NC.3.G.1		0	Sarah drew a shape. It was a quadrilateral, and all the sides were the same length. Which shape did Sarah draw?	pentagon	rhombus	trapezoid	triangle		Sarah drew a shape. It was a quadrilateral, and all the sides were the same length. Which shape did Sarah draw? pentagon rhombus trapezoid triangle
1852	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.3		0	A train makes 9 stops each day. How many days will it take for the train to make 63 stops?	7	9	54	72		A train makes 9 stops each day. How many days will it take for the train to make 63 stops? 7 9 54 72
1853	NC	2019.0	3	Number and Operations in Base Ten	NC.3.NBT.2		0	A school collects canned food for charity. Third-graders collected 327 cans. Third-graders collected 138 more cans than fourth-graders. How many cans did the fourth grade collect?	289	211	189	111		A school collects canned food for charity. Third-graders collected 327 cans. Third-graders collected 138 more cans than fourth-graders. How many cans did the fourth grade collect? 289 211 189 111
1854	NC	2019.0	3	Measurement and Data	NC.3.MD.8		0	Ellen is comparing two rectangles. Rectangle P is 5 inches long and 1 inch wide. Rectangle Q is 4 inches long and 2 inches wide. Which statement correctly compares the areas and perimeters of the rectangles?	The rectangles have equal areas, and rectangle P has a greater perimeter.	The rectangles have equal areas, and rectangle Q has a greater perimeter.	The rectangles have equal perimeters, and rectangle P has a greater area.	The rectangles have equal perimeters, and rectangle Q has a greater area.		Ellen is comparing two rectangles. Rectangle P is 5 inches long and 1 inch wide. Rectangle Q is 4 inches long and 2 inches wide. Which statement correctly compares the areas and perimeters of the rectangles? The rectangles have equal areas, and rectangle P has a greater perimeter. The rectangles have equal areas, and rectangle Q has a greater perimeter. The rectangles have equal perimeters, and rectangle P has a greater area. The rectangles have equal perimeters, and rectangle Q has a greater area.
1855	NC	2019.0	3	Operations and Algebraic Thinking	NC.3.OA.1		0	Lacey has a bookcase with 6 shelves. She used only 4 of the shelves.  She put 6 books on each shelf. Which choice shows another way Lacey could put the same number of books in the bookcase, but this time, using all of the shelves?	2 books on each shelf	4 books on each shelf	10 books on each shelf	24 books on each shelf		Lacey has a bookcase with 6 shelves. She used only 4 of the shelves.  She put 6 books on each shelf. Which choice shows another way Lacey could put the same number of books in the bookcase, but this time, using all of the shelves? 2 books on each shelf 4 books on each shelf 10 books on each shelf 24 books on each shelf
