	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
1587	MS	2020.0	7	The Number System	7.NS.2b		0	Aiden and his two friends ordered a pizza with  12 slices. Together they ate 2/3 of the pizza. If they evenly divided what was left, how many slices would each of them receive?	1/3 slice	1 1/3 slice	4 slices	8 slices		Aiden and his two friends ordered a pizza with  12 slices. Together they ate 2/3 of the pizza. If they evenly divided what was left, how many slices would each of them receive? 1/3 slice 1 1/3 slice 4 slices 8 slices
1588	MS	2020.0	7	Geometry	7.G.5		0	Angles ABC and CBD are supplementary angles. The measure of <ABC can be represented by the expression (3x + 14), and the measure of <CBD can be represented by the expression (5x + 6). What is the measure, in degrees, of <ABC?	20	40.25	42.5	74		Angles ABC and CBD are supplementary angles. The measure of <ABC can be represented by the expression (3x + 14), and the measure of <CBD can be represented by the expression (5x + 6). What is the measure, in degrees, of <ABC? 20 40.25 42.5 74
1589	MS	2020.0	7	Statistics and Probability	7.SP.1		0	Kate conducts a survey at her middle school to determine the students’ favorite sport. Which sampling method would best produce a representative sample of the population?	Kate surveys the football team.	Kate surveys seventh grade students.	Kate surveys every fourth student entering the school.	Kate surveys every eighth student from a roster of the choir members.		Kate conducts a survey at her middle school to determine the students’ favorite sport. Which sampling method would best produce a representative sample of the population? Kate surveys the football team.  Kate surveys seventh grade students. Kate surveys every fourth student entering the school.  Kate surveys every eighth student from a roster of the choir members.
1590	MS	2020.0	7	Statistics and Probability	7.SP.2		0	A company manufactures cell phones. In August, a random sample of  125 cell phones were inspected, and 3 phones were found to be defective. The company manufactured 8,000 cell phones in August. Based on the results from the sample, about how many cell phones are expected to be defective?	64 cell phones	192 cell phones	2,667 cell phones	3,360 cell phones		A company manufactures cell phones. In August, a random sample of  125 cell phones were inspected, and 3 phones were found to be defective. The company manufactured 8,000 cell phones in August. Based on the results from the sample, about how many cell phones are expected to be defective? 64 cell phones 192 cell phones 2,667 cell phones 3,360 cell phones
1591	MS	2020.0	7	Ratios and Proportional Relationships	7.RP.1		0	Lee mows 1/3 of his lawn and uses 1/2 of a gallon of gas. What fraction of the lawn can he mow per gallon?	1 / 6	5 / 6	2 / 3	3 / 2		Lee mows 1/3 of his lawn and uses 1/2 of a gallon of gas. What fraction of the lawn can he mow per gallon?   1 / 6  5 / 6  2 / 3  3 / 2
1592	MS	2020.0	7	The Number System	7.NS.3		0	Jasmine walked 1/2 of a mile to school. After school, she walked 1/3 of a mile to her aunt’s house. Afterwards, she walked 5/6 of a mile home. If Jasmine walks the same path every day, Monday through Friday, how many miles does she walk in 1 week?	1 2/3 miles	3 5/11 miles	5 5/6 miles	8 1/3 miles		Jasmine walked 1/2 of a mile to school. After school, she walked 1/3 of a mile to her aunt’s house. Afterwards, she walked 5/6 of a mile home. If Jasmine walks the same path every day, Monday through Friday, how many miles does she walk in 1 week? 1 2/3 miles 3 5/11 miles 5 5/6 miles 8 1/3 miles
1593	MS	2020.0	7	Ratios and Proportional Relationships	7.RP.3		0	Michael works in an electronics store. The manager tells Michael he wants to take 20% off a $495.00 television. If the television does not sell, the manager will again reduce the sale price by 25%. Michael tells the manager to reduce the original price by 45%  because the sale price would be the same. Is Michael correct?	No, Michael’s method has a greater effect on the sale price.	No, the manager’s method has a greater effect on the sale price.	Yes, the sale price for both the manager’s method and Michael’s method is $272.25.	Yes, the manager’s method and Michael’s method both equal a 45% discount off the original price.		Michael works in an electronics store. The manager tells Michael he wants to take 20% off a $495.00 television. If the television does not sell, the manager will again reduce the sale price by 25%. Michael tells the manager to reduce the original price by 45%  because the sale price would be the same. Is Michael correct? No, Michael’s method has a greater effect on the sale price. No, the manager’s method has a greater effect on the sale price. Yes, the sale price for both the manager’s method and Michael’s method is $272.25. Yes, the manager’s method and Michael’s method both equal a 45% discount off the original price.
1594	MS	2020.0	7	Expressions and Equations	7.EE.4b		0	Mrs. Kimble earns $125 per week working at a furniture store. For each piece of furniture she sells, Mrs. Kimble earns an additional $5. This week, she wants to earn more than $500. If c is the number of pieces of furniture Mrs. Kimble sells, which inequality represents this situation, and what quantities are true for c?	5c + 125 > 500, where c > 75	5c + 125 < 500, where c is < 75	125c + 5 > 500, where c >4	125 + 5 < 500, where c < 4		Mrs. Kimble earns $125 per week working at a furniture store. For each piece of furniture she sells, Mrs. Kimble earns an additional $5. This week, she wants to earn more than $500. If c is the number of pieces of furniture Mrs. Kimble sells, which inequality represents this situation, and what quantities are true for c? 5c + 125 > 500, where c > 75 5c + 125 < 500, where c is < 75 125c + 5 > 500, where c >4 125 + 5 < 500, where c < 4
1595	MS	2020.0	7	Ratios and Proportional Relationships	7.RP.1		0	Ryan completed 18 of his test in  2/5 of an hour. If Ryan’s rate stayed the same, how much of his test was finished in 1 hour?	1 / 20	5 / 16	1 / 3	3 / 5		Ryan completed 18 of his test in  2/5 of an hour. If Ryan’s rate stayed the same, how much of his test was finished in 1 hour?  1 / 20  5 / 16  1 / 3  3 / 5
1596	MS	2020.0	7	Expressions and Equations	7.EE.1		0	Which expression is equivalent to -2(x+4) - (3x + 8) ?	5x +16	5x - 16	-5x + 16	-5x -16		Which expression is equivalent to -2(x+4) - (3x + 8) ? 5x +16 5x - 16 -5x + 16 -5x -16
1597	MS	2020.0	7	Ratios and Proportional Relationships	7.RP.3		0	Kelsey opened a savings account 6 years ago that earns 1.2% simple interest every year. She started the account with $600 and has not touched the account since. How much money is in the account now?	43.2	643.2	4320	4920		Kelsey opened a savings account 6 years ago that earns 1.2% simple interest every year. She started the account with $600 and has not touched the account since. How much money is in the account now? 43.2 643.2 4320 4920
1598	MS	2020.0	7	Expressions and Equations	7.EE.4a		0	Every day of the week, Jordan earns $4 per hour for delivering newspapers. She also earns a weekly bonus of $10 if she arrives on time to work each day. Last week, Jordan arrived on time to work every day and earned a total of $96 for h hours of work. Based on this situation, which statement is true?	Jordan worked a total 4 of hours.	Jordan worked a total of 9 1/4 hours.	Jordan worked a total of  10 hours.	Jordan worked a total of  21 1/2 hours.		Every day of the week, Jordan earns $4 per hour for delivering newspapers. She also earns a weekly bonus of $10 if she arrives on time to work each day. Last week, Jordan arrived on time to work every day and earned a total of $96 for h hours of work. Based on this situation, which statement is true? Jordan worked a total 4 of hours. Jordan worked a total of 9 1/4 hours. Jordan worked a total of  10 hours. Jordan worked a total of  21 1/2 hours.
1599	MS	2020.0	7	Statistics and Probability	7.SP.5		0	Which event is most likely to occur?	tossing a fair coin and landing on heads	spinning a 3 on a spinner divided into 4 equal sections numbered 1 through 4	picking a red marble from a bag of marbles that contains 3 blue, 4 red, and 2 green marbles	rolling a number cube that has sides numbered 1 through 6 and landing on a number less than 5		Which event is most likely to occur? tossing a fair coin and landing on heads spinning a 3 on a spinner divided into 4 equal sections numbered 1 through 4 picking a red marble from a bag of marbles that contains 3 blue, 4 red, and 2 green marbles rolling a number cube that has sides numbered 1 through 6 and landing on a number less than 5
1600	MS	2020.0	7	The Number System	7.NS.2c		0	What is the value of the expression -2(- 7/9  /  1/3) ?	-4 2/3	-2 7/27	1 5/9	4 2/3		What is the value of the expression -2(- 7/9  /  1/3) ?  -4 2/3 -2 7/27 1 5/9 4 2/3
1601	MS	2020.0	7	The Number System	7.NS.2a		0	Oliver is trying to keep up with the current amount of money in his bank account. He uses positive numbers to show his deposits andnegative numbers to show his withdrawals. Which expression best represents Oliver making 8 withdrawals of 25 dollars?	8(25)	25 - 8	8(-25)	8 + 25		Oliver is trying to keep up with the current amount of money in his bank account. He uses positive numbers to show his deposits andnegative numbers to show his withdrawals. Which expression best represents Oliver making 8 withdrawals of 25 dollars? 8(25) 25 - 8 8(-25) 8 + 25
1602	MS	2020.0	7	Geometry	7.G.4		0	Shawn is placing a fence around a circular garden with a 15-foot diameter. How many feet of fencing will Shawn need to buy to enclose the garden?  Use 3.14 for π . Round the answer to the nearest foot.	47 feet	48 feet	177 feet	707 feet		Shawn is placing a fence around a circular garden with a 15-foot diameter. How many feet of fencing will Shawn need to buy to enclose the garden?  Use 3.14 for π . Round the answer to the nearest foot. 47 feet 48 feet 177 feet 707 feet
1603	MS	2020.0	7	Expressions and Equations	7.EE.3		0	Ken earned $128 from his part-time job this summer. He spent 25% of his money on games. He is going to donate 1/6 of the remaining money to charity.  How much money will the charity receive?	15	16	32	80		Ken earned $128 from his part-time job this summer. He spent 25% of his money on games. He is going to donate 1/6 of the remaining money to charity.  How much money will the charity receive? 15 16 32 80
1604	MS	2020.0	7	Statistics and Probability	7.SP.6		0	A fair number cube, with numbers 1 through 6, was rolled 200 times. The number 5 was rolled  34 times. If the number cube was rolled 300 times, approximately how many times would the number 5 be rolled?	9 times	15 times	51 times	134 times		A fair number cube, with numbers 1 through 6, was rolled 200 times. The number 5 was rolled  34 times. If the number cube was rolled 300 times, approximately how many times would the number 5 be rolled?  9 times 15 times 51 times 134 times
