	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
1895	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.5		0	If this pattern continues, what will the next 3 numbers be? 10, 15, 25, 40, 60, ___, ___, ___	65, 70, 75	85, 110, 135	85, 115, 150	90, 120, 155		If this pattern continues, what will the next 3 numbers be? 10, 15, 25, 40, 60, ___, ___, ___ 65, 70, 75 85, 110, 135 85, 115, 150 90, 120, 155
1896	NC	2019.0	4	Measurement and Data	NC.4.MD.8		0	Every Saturday morning, Jack reads for 30 minutes, plays basketball for 60 minutes, and rides his bike. If Jack starts these activities at 10:25 a.m. and finishes them at 12:10 p.m., how long does he spend riding his bike?	5 minutes	15 minutes	25 minutes	45 minutes		Every Saturday morning, Jack reads for 30 minutes, plays basketball for 60 minutes, and rides his bike. If Jack starts these activities at 10:25 a.m. and finishes them at 12:10 p.m., how long does he spend riding his bike? 5 minutes 15 minutes 25 minutes 45 minutes
1897	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.3		0	Which number sentence could be used to solve this problem?   2  3/4  - 1 1/5  = x	5/5 - 2/5 = x	6/5 - 1/5 = x	10/5 - 7/5 = x	13/5 - 6/5 = x		Which number sentence could be used to solve this problem?   2  3/4  - 1 1/5  = x 5/5 - 2/5 = x 6/5 - 1/5 = x 10/5 - 7/5 = x  13/5 - 6/5 = x
1898	NC	2019.0	4	Measurement and Data	NC.4.MD.3		0	Kathy has a garden that is 15 feet wide and 20 feet long. She will plant 1 bulb per square foot. Each bag of bulbs contains 9 bulbs. How many bags does Kathy need to buy?	34 bags	33 bags	12 bags	11 bags		Kathy has a garden that is 15 feet wide and 20 feet long. She will plant 1 bulb per square foot. Each bag of bulbs contains 9 bulbs. How many bags does Kathy need to buy? 34 bags 33 bags 12 bags 11 bags
1899	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.4		0	There are 1,829 students at a middle school. 568 students are in 6th grade. 629 students are in 7th grade. The rest of the students are in 8th grade. How many students are in 8th grade?	622 students	632 students	772 students	1,197 students		There are 1,829 students at a middle school. 568 students are in 6th grade. 629 students are in 7th grade. The rest of the students are in 8th grade. How many students are in 8th grade? 622 students 632 students 772 students 1,197 students
1900	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.1		1	What fraction is shaded in each of these models?	2 / 3	3 / 4	1 / 3	1 / 2		What fraction is shaded in each of these models?  2 / 3  3 / 4  1 / 3  1 / 2
1901	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.2		1	A group of friends were each completing a project of the same size. This table shows how much of the project each friend has completed. Which friends have completed an equal amount of their project?	Michael and Soumi	James and Soumi	James and Leilani	Michael and Leilani		A group of friends were each completing a project of the same size. This table shows how much of the project each friend has completed. Which friends have completed an equal amount of their project? Michael and Soumi James and Soumi James and Leilani Michael and Leilani
1902	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.1		1	Patrick made 12 cookies. Patrick’s sister will eat 4 of the cookies. What fraction of the cookies will be left?	1 / 4	1 / 3	2 / 3	3 / 4		Patrick made 12 cookies. Patrick’s sister will eat 4 of the cookies. What fraction of the cookies will be left?  1 / 4  1 / 3  2 / 3  3 / 4
1903	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.1		1	Which two of these squares have the same amount shaded?	P and Q	P and S	Q and R	R and S		Which two of these squares have the same amount shaded? P and Q P and S Q and R R and S
1904	NC	2019.0	4	Measurement and Data	NC.4.MD.6		1	RVU is a straight line TVU has a measure of 40 in this figure. What is the measure of SVT?	40	45	50	90		RVU is a straight line TVU has a measure of 40 in this figure. What is the measure of SVT? 40 45 50 90
1905	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.5		1	Michael is solving 23 × 42 using this rectangular array. What is the missing number Michael needs to solve this problem?	12	43	70	120		Michael is solving 23 × 42 using this rectangular array. What is the missing number Michael needs to solve this problem? 12 43 70 120
1906	NC	2019.0	4	Measurement and Data	NC.4.MD.4		1	Fourth-grade students were surveyed about their favorite pizza topping. This graph shows the results. How many more fourth-graders chose pepperoni or sausage than chose the other toppings?	5	10	15	20		Fourth-grade students were surveyed about their favorite pizza topping. This graph shows the results. How many more fourth-graders chose pepperoni or sausage than chose the other toppings? 5 10 15 20
1907	NC	2019.0	4	Measurement and Data	NC.4.MD.6		1	Rays PQ and PR are perpendicular. What is the value of x?	40	70	80	110		Rays PQ and PR are perpendicular. What is the value of x? 40 70 80 110
1908	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.6		1	This table shows the number of students at a school in the years 2014–2016.  In 2015, there were more students than in 2014 but fewer than in 2016.  Which could be the number of students in 2015?	1,003 students	1,033 students	1,303 students	1,330 students		This table shows the number of students at a school in the years 2014–2016.  In 2015, there were more students than in 2014 but fewer than in 2016.  Which could be the number of students in 2015? 1,003 students 1,033 students 1,303 students 1,330 students
2054	NE	2016.0	4	Number	MA 4.1.2.g		0	Silas can run 1/8 of a mile in 1 minute. How many miles can Silas run in 5 minutes?	5/8 mile	6/8 mile	6/9 mile	8/5 miles		Silas can run 1/8 of a mile in 1 minute. How many miles can Silas run in 5 minutes? 5/8 mile 6/8 mile 6/9 mile 8/5 miles
2055	NE	2016.0	4	Operations and Algebraic Thinking	MA 4.2.1.a		0	Oscar has 9 pumpkins. Libby has p fewer pumpkins than Oscar. Which expression represents the number of pumpkins Libby has?	9 + p	9 – p	p + 9	p – 9		Oscar has 9 pumpkins. Libby has p fewer pumpkins than Oscar. Which expression represents the number of pumpkins Libby has? 9 + p 9 – p p + 9 p – 9
2056	NE	2016.0	4	Geometry	MA 4.3.1.d		0	DeRon drew a shape with 4 sets of parallel sides. Which shape could DeRon have drawn?	hexagon	octagon	rectangle	trapezoid		DeRon drew a shape with 4 sets of parallel sides. Which shape could DeRon have drawn? hexagon octagon rectangle trapezoid
2057	NE	2016.0	4	Number	MA 4.1.1.d		0	Which number is a multiple of 4?	30	38	42	48		Which number is a multiple of 4? 30 38 42 48
2058	NE	2016.0	4	Number	MA 4.1.1.f		0	Which is correct?	267,479 < 266,394	397,645 < 397,654	424,986 > 424,996	606,742 > 616,635		Which is correct? 267,479 < 266,394 397,645 < 397,654 424,986 > 424,996 606,742 > 616,635
2059	NE	2016.0	4	Number	MA 4.1.2.f		0	What is 4 3/10 + 8  5/10 ?	12 8/100	12 15/100	12 8/20	12 8/10		What is 4 3/10 + 8  5/10 ?  12 8/100 12 15/100 12 8/20 12 8/10
2060	NE	2016.0	4	Number	MA 4.1.2.c		0	Use the equation below to answer the question. 49 × 57 = _____ Which number correctly completes the equation?	548	588	2793	2993		Use the equation below to answer the question. 49 × 57 = _____ Which number correctly completes the equation? 548 588 2793 2993
2061	NE	2016.0	4	Number	MA 4.1.1.g		0	What is 7,158 rounded to the nearest hundred?	7100	7150	7160	7200		What is 7,158 rounded to the nearest hundred? 7100 7150 7160 7200
2062	NE	2016.0	4	Operations and Algebraic Thinking	MA 4.2.2.a		0	What is the value of y in the number sentence? y – 9 = 7	2	16	17	63		What is the value of y in the number sentence? y – 9 = 7 2 16 17 63
2063	NE	2016.0	4	Operations and Algebraic Thinking	MA 4.2.3.a		0	Kris has 35 baseball cards. She gives 15 baseball cards to her friend. Then she gives half of the remaining cards to her brother. How many baseball cards does Kris have left?	10	15	20	25		Kris has 35 baseball cards. She gives 15 baseball cards to her friend. Then she gives half of the remaining cards to her brother. How many baseball cards does Kris have left? 10 15 20 25
2064	NE	2016.0	4	Number	MA 4.1.1.k		0	Which set is ordered from least to greatest?	8/9, 1/2, 3/4, 1/10	1/10, 3/4, 1/2, 8/9	1/10, 1/2, 3/4, 8/9	8/9, 1/10, 3/4, 1/2		Which set is ordered from least to greatest? 8/9, 1/2, 3/4, 1/10 1/10, 3/4, 1/2, 8/9 1/10, 1/2, 3/4, 8/9 8/9, 1/10, 3/4, 1/2
2065	NE	2016.0	4	Number	MA 4.1.1.a		0	What is the word form of 0.65?	sixty-five	sixty-five tenths	sixty-five hundredths	sixty-five thousandths		What is the word form of 0.65? sixty-five sixty-five tenths sixty-five hundredths sixty-five thousandths
2066	NE	2016.0	4	Number	MA 4.1.1.h		0	Which fraction is equivalent to the decimal 0.43?	43/100	4 / 3	4 3/100	4 3/10		Which fraction is equivalent to the decimal 0.43? 43/100   4 / 3  4 3/100 4 3/10
2067	NE	2016.0	4	Geometry	MA 4.3.3.c		0	It is 7 kilometers from Sam’s house to school. How many meters is it from Sam’s house to school?	70 meters	700 meters	7,000 meters	70,000 meters		It is 7 kilometers from Sam’s house to school. How many meters is it from Sam’s house to school? 70 meters 700 meters 7,000 meters 70,000 meters
2068	NE	2016.0	4	Number	MA 4.1.1.c		0	Which lists all the prime numbers between 20 and 30?	21, 23	23, 25	23, 29	27, 29		Which lists all the prime numbers between 20 and 30? 21, 23 23, 25 23, 29 27, 29
2069	NE	2016.0	4	Geometry	MA 4.3.1.f		1	Use the protractor tool to measure the angle below. What is the measure of the angle?	35⁰	40⁰	45⁰	50⁰		Use the protractor tool to measure the angle below. What is the measure of the angle? 35⁰ 40⁰ 45⁰ 50⁰
2070	NE	2016.0	4	Measurement and Data	MA 4.4.2.a		1	Use the line plot below to answer the question.  The line plot shows the amount of rainfall, in inches, for 10 different days in May. What was the total amount of rainfall in May?	4 inches	3 5/8 inches	4 5/8 inches	7 inches		Use the line plot below to answer the question.  The line plot shows the amount of rainfall, in inches, for 10 different days in May. What was the total amount of rainfall in May? 4 inches 3 5/8 inches 4 5/8 inches 7 inches
2071	NE	2016.0	4	Geometry	MA 4.3.1.c		1	Use the figure below to answer the question.   Which line segment is perpendicular to line segment JN?	line segment JK	line segment KL	line segment LM	line segment MN		Use the figure below to answer the question.   Which line segment is perpendicular to line segment JN? line segment JK line segment KL line segment LM line segment MN
2072	NE	2016.0	4	Geometry	MA 4.3.1.b		1	Use the picture below to answer the question.   Which angle is an obtuse angle?	A	B	C	D		Use the picture below to answer the question.   Which angle is an obtuse angle? A B C D
2153	NJ		4	Number and Operations - Fractions	4.NF.4c		0	Ryan makes 6 backpacks. He uses  3/4 yard of cloth to make each backpack. What is the total amount of cloth, in yards, Ryan uses to make all 6 backpacks?	1 1/2	2 1/4	4 1/2	6 3/4		Ryan makes 6 backpacks. He uses  3/4 yard of cloth to make each backpack. What is the total amount of cloth, in yards, Ryan uses to make all 6 backpacks? 1 1/2 2 1/4 4 1/2 6 3/4
2154	NJ		4	Number and Operations - Fractions	4.NF.A.Int.1		0	Rachana has a set of 10 mugs. The set is made up of three different kinds of mugs. • 1/2 of the mugs have pictures on them. • 2/5 of the mugs have words on them. • 1/10 of the mugs have flowers on them. Which fraction is equal to  2/5?	1 / 10	2 / 10	4 / 10	5 / 10		Rachana has a set of 10 mugs. The set is made up of three different kinds of mugs. • 1/2 of the mugs have pictures on them. • 2/5 of the mugs have words on them. • 1/10 of the mugs have flowers on them. Which fraction is equal to  2/5?  1 / 10  2 / 10  4 / 10  5 / 10
